"","1","2","3","4","5","6","7","8","9","10","14","15","16"
"1",42,5,0,1,0,3,0,0,0,2,0,0,6
"2",2,6,0,0,0,1,0,0,0,0,0,0,0
"3",0,0,5,0,0,0,0,0,0,0,0,0,0
"4",1,1,0,1,0,0,0,0,0,0,0,0,0
"5",1,0,0,0,0,2,0,0,0,1,0,0,0
"6",4,0,0,1,0,2,0,0,0,1,0,0,0
"7",1,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,3,0,0,0,1
"10",2,0,0,0,0,1,0,0,0,8,0,0,2
"14",0,1,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0
"16",5,0,0,0,0,0,0,0,0,0,0,2,0
